,date,text,user
1413,2019-02-22 18:25:12+00:00,brexit can and must be stopped it s time now for hard work and real action we need every single one of you to join our fight we need you to come on the put it to the people march next month and make our voices heard ,joswinson
1415,2019-02-22 18:19:58+00:00,nicola sturgeon has learnt nothing from watching the pm negotiate brexit breaking a union of years is destroying our country imagine what breaking a union of years would do ,joswinson
1416,2019-02-22 17:48:56+00:00,weve spent nearly yrs obsessed with brexit on top of yrs consumed by the issue of independence all this energy wasted on ideologically driven crusades against our neighbours have always said that scotlands better off in the uk amp the uk is better off in the eu ,joswinson
1422,2019-02-19 20:25:05+00:00,nissan jaguar land rover now honda all are moving some or all of their production out of the uk real world business decisions affecting peoples jobs while brexiters peddle their fantasies a huge blow to the future of the uk car industry ,joswinson
1424,2019-02-18 12:48:27+00:00,heres the letter i have sent to labour mps who either abstained or voted with the tory government on jan refusing to back concrete plans to stop us leaving the eu with no deal there is no brexit that will protect workers rights time for a ,joswinson
1428,2019-02-17 09:06:20+00:00,mays dreadful brexit can only be delivered with labour votes but there is no brexit that will protect jobs workers rights ,joswinson
1429,2019-02-16 12:29:35+00:00,thank you for the warm welcome this morning as we chatted brexit building a liberal future and and well done on choosing glasgow for your conference ,joswinson
1441,2019-02-14 18:22:56+00:00,government defeat shows again that mays brexit deal is doomed it gives no clarity about our future relationship with the eu and no closure on brexit just years years more wrangling the way out is a with the chance to keep the good deal we have eu membership ,joswinson
1445,2019-02-13 08:47:58+00:00,labour is betraying its own members its voters and our country by joining theresa may in her can kicking exercise to run down the clock towards a disastrous brexit time for a ,joswinson
1448,2019-02-12 23:00:46+00:00,no one should be fooled by theresa mays warm words on workers rights i hope labour mps see right through her disingenuous meaningless commitment employment rights are not safe under the conservatives there is no such thing as a brexit that protects jobs and workers end,joswinson
1460,2019-02-12 22:24:06+00:00,the prime minister made much today of her plans to make legal commitments to protect workers rights after brexit let me tell you what the conservatives wanted to do when i was minister for employment relations in the coalition government n ,joswinson
1463,2019-02-12 09:21:37+00:00,delightful non brexit tweet ,joswinson
1465,2019-02-12 09:07:47+00:00,what an utter shambles this government is a disgrace brexit is a national embarrassment the way out is a ,joswinson
1469,2019-02-08 09:21:11+00:00,corbyns letter to may is further proof that a vote for labour is a vote for brexit with just days to go till we lose our eu membership we need more than hints from the leader of the opposition that he is prepared to fight for the countrys interests back a ,joswinson
1476,2019-02-02 10:33:04+00:00, mrs may s deal is a blank space that hardline brexiteers will quickly exploit incisive column from and reminded me of the taylor swift video seems appropriate ,joswinson
1478,2019-01-31 10:11:37+00:00,and jeremy corbyns brexit indecisiveness is seriously damaging our country ,joswinson
1480,2019-01-30 14:34:06+00:00, the level of planning required for no deal brexit is the same level as war planning chaos envisaged if we leave eu with no deal yet last night lab mps voted with the tory govt to keep no deal on the table ,joswinson
1488,2019-01-29 01:04:47+00:00,so avoiding medicine shortages in a no deal brexit is basically down to chris graylings skills with the transport network what could possibly go wrong ,joswinson
1494,2019-01-28 09:43:14+00:00,last july when i was nursing week old baby gabriel the tory party chairman broke our pair cheating my constituents out of their representation weeks ago felt she had no choice but to delay her c section to vote on brexit ,joswinson
1503,2019-01-23 20:58:41+00:00,nigel farage dismissively says we keep talking about jobs and money and thats not what brexit is about all very well for you nigel former banker with your private jet most people do have to worry about the fact that brexit will make us poorer and cost jobs ,joswinson
1504,2019-01-23 20:15:31+00:00,so if there were to be that general election that you want would a vote for labour be a vote for brexit ,joswinson
1508,2019-01-21 21:38:12+00:00, the country deserves better than a massive game of chicken in the tory party my challenge to the pm on brexit today ,joswinson
1512,2019-01-21 07:20:35+00:00,the governments delay on putting the detailed plans to a vote has already had serious consequences as we saw last week with tulip siddiq delaying her c section to vote on the brexit deal btw congratulations amp welcome to the world raphael ,joswinson
1526,2019-01-15 19:40:02+00:00,theresa mays brexit deal defeated votes to the way out of this mess is a ,joswinson
1527,2019-01-15 19:19:49+00:00,public service announcement if youre waiting for the result of the brexit vote youve got time to put the kettle on this vote isnt it so go make a cuppa and tune in just after pm ,joswinson
1528,2019-01-15 19:18:42+00:00,momentous day in westminster theresa mays deal and any brexit deal would make us poorer and hurt our nhs the lib dems are fighting for a peoples vote with the option to stay in the eu if you agree join us ,joswinson
1530,2019-01-14 15:17:30+00:00,i want to stop brexit and we still can we must demand better for the uks future tune in tonight at pm ,joswinson
